show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int
3265,Movie,Earthquake Bird,Wash Westmoreland,Alicia Vikander,"United Kingdom, Japan, United States",2019-11-15,2019,R,107 min,"Dramas, Romantic Movies","In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.",107
3266,Movie,El sendero de la anaconda,Alessandro Angulo,Wade Davis,Colombia,2019-11-15,2019,TV-14,74 min,"Documentaries, International Movies","In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries.",74
3267,Movie,GO! The Unforgettable Party,Mauro Scandolari,Pilar Pascual,Argentina,2019-11-15,2019,TV-PG,60 min,"Children & Family Movies, Music & Musicals","Mía's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside.",60
3268,Movie,Guna 369,Arjun Jandyala,Adithya Menon,India,2019-11-15,2019,TV-MA,143 min,"Action & Adventure, Dramas, International Movies",A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.,143
3269,Movie,House Arrest,"Shashanka Ghosh, Samit Basu",Ali Fazal,India,2019-11-15,2019,TV-14,105 min,"Comedies, Independent Movies, International Movies",A world-weary man’s self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,105
3273,Movie,K-on! the movie,Naoko Yamada,Aki Toyosaki,Japan,2019-11-15,2011,TV-PG,110 min,"Anime Features, Music & Musicals",The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.,110
3274,Movie,Klaus,Sergio Pablos,Jason Schwartzman,"Spain, United Kingdom",2019-11-15,2019,PG,98 min,"Children & Family Movies, Comedies","A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",98
3279,Movie,SunGanges,Valli Bindana,Naseeruddin Shah,"India, United States",2019-11-15,2018,TV-14,74 min,"Documentaries, International Movies","A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources.",74
3281,Movie,The Garden of Words,Makoto Shinkai,Miyu Irino,Japan,2019-11-15,2013,TV-14,46 min,"Anime Features, International Movies, Romantic Movies","When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation.",46
3286,Movie,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,Fadily Camara,France,2019-11-14,2019,TV-MA,54 min,Stand-Up Comedy,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris.",54
3290,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,Jeff Garlin,United States,2019-11-12,2019,TV-MA,59 min,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",59
3291,Movie,A Single Man,Tom Ford,Colin Firth,United States,2019-11-11,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,100
3293,Movie,To Be of Service,Josh Aronson,Unknown,United States,2019-11-11,2019,TV-MA,88 min,Documentaries,"Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life.",88
3297,Movie,Let It Snow,Luke Snellin,Isabela Moner,United States,2019-11-08,2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies","A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors.",93
3298,Movie,Paradise Beach,Xavier Durringer,Sami Bouajila,France,2019-11-08,2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies","Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand.",94
3300,Movie,U Turn,Pawan Kumar,Roger Narayan,India,2019-11-07,2016,TV-14,121 min,"International Movies, Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,121
3301,Movie,Burning Cane,Phillip Youmans,Wendell Pierce,United States,2019-11-06,2019,TV-MA,78 min,Dramas,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study.",78
3303,Movie,Shadow,Zhang Yimou,Deng Chao,"China, Hong Kong",2019-11-06,2018,TV-14,116 min,"Action & Adventure, Dramas, International Movies","As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.",116
3304,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,Luccas Neto,Brazil,2019-11-05,2019,TV-G,87 min,"Children & Family Movies, Comedies, Music & Musicals",Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,87
3306,Movie,Seth Meyers: Lobby Baby,Neal Brennan,Seth Meyers,United States,2019-11-05,2019,TV-MA,61 min,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.,61
3308,Movie,The Lovers,Azazel Jacobs,Aidan Gillen,United States,2019-11-05,2017,R,98 min,"Comedies, Dramas, Independent Movies","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",98
3309,Movie,Tune in for Love,Jung Ji-woo,Kim Go-eun,South Korea,2019-11-05,2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies","A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",123
3310,Movie,Undercover Brother 2,Leslie Small,Michael Jai White,United States,2019-11-05,2019,R,85 min,Comedies,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",85
3312,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,Joshua Fields Millburn,United States,2019-11-04,2016,TV-14,78 min,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,78
3313,Movie,Oththa Seruppu Size 7,Parthiban,Parthiban,India,2019-11-04,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",103
3316,Movie,A Fairly Odd Summer,Savage Steve Holland,Drake Bell,United States,2019-11-02,2014,TV-Y7,68 min,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",68
3318,Movie,Big Time Movie,Savage Steve Holland,Kendall Schmidt,"United States, Canada",2019-11-02,2012,TV-PG,68 min,"Children & Family Movies, Comedies, Music & Musicals","Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world.",68
3319,Movie,Escape from Mr. Lemoncello’s Library,Scott McAboy,Casey Simpson,United States,2019-11-02,2017,TV-Y,69 min,Children & Family Movies,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,69
3320,Movie,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston",Mason Vale Cotton,"United States, South Korea, Japan",2019-11-02,2017,TV-PG,81 min,"Children & Family Movies, Comedies","When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents.",81
3321,Movie,Jinxed,Stephen Herek,Ciara Bravo,"United States, Canada",2019-11-02,2013,TV-Y,69 min,"Children & Family Movies, Comedies","After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune.",69
3322,Movie,LEGENDS OF THE HIDDEN TEMPLE,Joe Menendez,Isabela Moner,United States,2019-11-02,2016,TV-PG,68 min,Children & Family Movies,"A trio of siblings gets trapped in a secret temple, where they must navigate a risky obstacle course to make it out. Inspired by the ‘90s game show.",68
3323,Movie,"Liar, Liar, Vampire",Vince Marcello,Rahart Adams,United States,2019-11-02,2015,TV-PG,68 min,"Children & Family Movies, Comedies","When a shy teen transfers to a new school, he elects to mix things up by playing along with the rumor that he's a vampire.",68
3324,Movie,The Boy Who Cried Werewolf,Eric Bross,Victoria Justice,"United States, Canada",2019-11-02,2010,TV-Y,86 min,"Children & Family Movies, Comedies","When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her.",86
3325,Movie,The Massively Mixed-Up Middle School Mystery,Will Eisenberg,Garrett Ryan,United States,2019-11-02,2015,TV-Y,40 min,"Children & Family Movies, Comedies","After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",40
3327,Movie,A Remarkable Tale,Marina Seresesky,Carmen Machi,Spain,2019-11-01,2019,TV-MA,94 min,"Comedies, International Movies","The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.",94
3330,Movie,American Son,Kenny Leon,Kerry Washington,United States,2019-11-01,2019,TV-MA,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,90
3332,Movie,Christmas in the Heartland,Harvey Lowry,Sierra McCormick,United States,2019-11-01,2017,TV-PG,112 min,Dramas,Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.,112
3333,Movie,Christmas Survival,James Dearden,Julian Ovenden,United Kingdom,2019-11-01,2018,TV-MA,101 min,Comedies,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday.",101
3335,Movie,Drive,Tarun Mansukhani,Jacqueline Fernandez,India,2019-11-01,2019,TV-14,119 min,"Action & Adventure, International Movies","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",119
3336,Movie,Fire in Paradise,"Drea Cooper, Zackary Canepari",Unknown,United States,2019-11-01,2019,TV-MA,40 min,Documentaries,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",40
3338,Movie,Holiday in the Wild,Ernie Barbarash,Rob Lowe,United States,2019-11-01,2019,TV-PG,86 min,"Children & Family Movies, Dramas, Romantic Movies","When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose – and potential romance.",86
3339,Movie,Holly Star,Michael A. Nickles,Katlyn Carlson,United States,2019-11-01,2018,PG,92 min,"Children & Family Movies, Comedies, Romantic Movies","Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost.",92
3344,Movie,Santa Girl,Blayne Weaver,Barry Bostwick,United States,2019-11-01,2019,TV-PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College.",91
3348,Movie,The King,David Michôd,Timothée Chalamet,"United Kingdom, Hungary, Australia",2019-11-01,2019,R,141 min,Dramas,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,141
3349,Movie,The Man Without Gravity,Marco Bonfanti,Elio Germano,"Italy, Belgium",2019-11-01,2019,TV-MA,107 min,"Dramas, International Movies",A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,107
3350,Movie,The Old Thieves: The Legend of Artegios,Everardo González,Unknown,Mexico,2019-11-01,2007,TV-MA,97 min,"Documentaries, International Movies","While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",97
3354,Movie,Zoé: Panoramas,"Rodrigo Guardiola, Gabriel Cruz Rivas",Sergio Acosta,Mexico,2019-11-01,2016,TV-MA,89 min,"Documentaries, International Movies, Music & Musicals",This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,89
